,crop_name,soil_type,crop_age_days,day_of_year,temperature_C,humidity_%,rainfall_mm,effective_rainfall_mm,solar_radiation_MJ_m2_day,wind_speed_m_s,field_capacity_%,wilting_point_%,soil_moisture_%,reference_evapotranspiration_ET0_mm_day,crop_coefficient_Kc,application_efficiency_%,root_zone_depth_m,available_water_content_mm_per_m,irrigation_interval_days,p_fraction,irrigate,irrigation_amount_m3
9170,Rice,Clayey,20,100,23.88,39.31,26.25,24.31,24.5,4.98,35.56,23.62,26.76,2.699,0.848,76.81,0.59,81.92,3,0.397,1,263.7599
1285,Rice,Loamy,86,143,30.03,90.63,2.97,2.56,14.62,1.61,35.91,17.47,22.68,2.76,0.918,67.25,0.646,172.38,4,0.468,1,513.0115
8990,Wheat,Loamy,37,312,16.71,49.81,2.44,1.19,19.81,2.79,33.1,18.2,28.4,2.786,0.946,64.0,0.757,132.54,5,0.565,0,0.0
8429,Rice,Sandy,99,243,21.02,46.47,7.13,6.21,27.1,2.87,21.68,9.69,15.73,2.602,0.8,73.76,0.981,173.79,5,0.582,0,0.0
1349,Maize,Loamy,14,15,33.01,88.24,3.25,2.51,11.85,1.24,32.65,16.91,27.93,2.0,0.578,61.81,0.733,128.37,9,0.454,1,27.6166
2611,Wheat,Loamy,100,84,22.53,58.24,0.64,0.48,18.01,2.25,34.44,17.43,29.59,2.249,0.5,88.94,1.185,111.64,4,0.307,1,241.9511
9494,Wheat,Sandy,103,359,31.14,34.7,1.66,0.79,22.71,2.64,24.62,14.37,14.37,3.412,0.45,67.64,0.668,168.03,1,0.594,1,414.2829
3668,Wheat,Clayey,117,284,28.17,77.01,0.77,0.76,27.82,3.98,40.54,20.7,24.33,2.636,0.45,68.16,0.703,129.15,4,0.538,1,680.7233
2221,Tomato,Sandy,73,358,25.43,49.1,3.28,2.03,27.99,3.0,21.1,9.94,14.77,3.112,0.91,87.5,0.906,113.48,5,0.524,1,283.7099
427,Wheat,Clayey,50,202,18.76,66.21,2.54,1.8,20.75,3.09,36.24,24.32,32.55,2.0,1.05,67.99,0.519,160.08,4,0.572,0,0.0
653,Maize,Silty,72,311,28.21,52.97,0.56,0.45,22.33,4.07,26.88,14.69,25.63,3.076,1.018,86.48,0.694,114.51,3,0.473,0,0.0
9913,Rice,Clayey,99,172,25.38,36.82,2.3,1.77,20.47,4.05,40.74,24.23,29.47,2.228,0.8,70.09,1.15,83.1,4,0.518,1,743.9469
3535,Tomato,Loamy,98,360,27.59,36.67,0.15,0.11,29.85,1.78,33.31,17.14,27.66,2.0,0.716,68.49,0.54,177.13,3,0.439,0,0.0
7736,Rice,Loamy,83,121,23.03,78.11,3.33,2.27,18.32,0.55,33.55,16.03,23.92,2.0,0.945,72.66,0.484,174.44,4,0.407,1,220.6548
3245,Rice,Sandy,63,152,31.19,84.48,1.06,0.99,25.71,3.83,20.15,12.14,19.35,3.224,1.127,87.9,0.596,173.46,3,0.497,0,0.0
4740,Maize,Clayey,23,287,20.36,55.57,0.3,0.21,8.32,3.48,43.48,24.98,27.51,2.0,0.756,70.45,0.359,141.28,2,0.504,0,0.0
9068,Maize,Silty,53,349,32.09,58.9,5.93,2.61,28.06,4.85,25.14,15.33,19.03,4.044,1.09,79.52,0.829,104.74,8,0.534,1,249.278
4099,Rice,Sandy,105,256,20.62,59.9,2.56,1.35,17.33,0.57,25.93,13.24,15.5,2.112,0.745,65.84,0.73,101.94,1,0.301,1,441.9859
4100,Rice,Silty,90,239,28.69,80.91,0.41,0.33,25.88,1.84,30.26,17.92,22.41,2.246,0.882,64.25,1.183,96.85,7,0.486,1,564.8455
6959,Maize,Loamy,79,28,16.14,51.76,1.18,1.14,12.53,1.55,39.8,17.07,22.25,2.0,0.941,87.74,0.675,172.54,6,0.333,1,544.2134
611,Rice,Silty,103,15,16.92,73.1,1.88,1.08,27.18,3.28,25.52,15.59,17.76,2.0,0.764,75.46,0.427,156.84,8,0.458,1,170.5452
4288,Tomato,Silty,116,226,36.99,45.11,0.05,0.05,8.41,3.43,30.92,13.47,16.42,2.222,0.63,60.78,0.69,179.54,2,0.366,1,677.6021
8570,Rice,Silty,88,6,26.17,94.33,2.16,1.07,21.24,2.34,29.97,14.08,22.44,3.081,0.9,73.82,0.533,84.05,5,0.52,1,232.7814
9712,Rice,Clayey,80,272,19.21,80.92,1.21,0.58,15.81,1.82,37.12,18.63,26.21,2.0,0.973,61.44,0.378,84.21,5,0.315,1,260.1655
1543,Maize,Loamy,98,324,20.6,77.7,2.28,1.99,5.99,1.99,38.46,17.8,32.11,2.789,0.732,68.48,0.43,169.13,1,0.35,0,0.0
9535,Maize,Loamy,73,197,37.02,39.44,6.64,2.68,22.58,1.85,30.39,15.83,18.21,2.667,1.007,72.74,0.741,92.92,9,0.457,1,479.2838
3853,Tomato,Silty,43,113,35.37,38.86,2.98,1.65,28.57,1.25,32.87,12.93,20.57,2.261,0.96,66.12,0.486,81.65,7,0.406,1,341.8466
554,Maize,Silty,66,152,17.74,91.88,2.8,2.36,20.55,4.96,33.56,14.44,22.84,2.0,1.084,89.23,0.838,117.22,9,0.351,1,370.0155
6365,Wheat,Loamy,17,223,17.69,59.1,12.76,8.96,11.55,2.96,39.11,16.67,24.79,2.0,0.726,86.83,0.895,148.73,10,0.58,1,516.9196
511,Rice,Silty,83,295,20.53,60.94,0.6,0.44,19.83,3.03,31.57,13.1,18.16,2.293,0.945,68.26,0.389,115.68,5,0.447,1,290.5105
3206,Maize,Sandy,15,71,35.97,36.55,4.08,3.96,7.19,0.82,29.45,8.53,22.67,2.0,0.597,76.6,1.004,99.48,2,0.42,0,0.0
8084,Maize,Clayey,57,327,23.84,74.83,22.25,14.3,6.96,0.83,38.33,20.81,34.97,2.0,1.124,72.8,0.799,116.65,8,0.386,0,0.0
967,Rice,Loamy,97,262,27.9,69.63,1.12,0.95,8.12,4.15,30.28,17.29,26.9,2.574,0.818,62.52,0.766,169.93,10,0.363,0,0.0
6043,Maize,Silty,89,148,28.49,92.31,8.44,7.38,5.93,1.83,30.09,14.4,18.12,2.0,0.831,69.17,0.61,137.21,9,0.381,1,463.1076
6879,Rice,Sandy,29,47,15.55,62.57,0.42,0.21,22.04,2.93,27.12,12.81,22.9,2.0,0.992,65.94,0.722,119.1,3,0.532,0,0.0
6775,Wheat,Loamy,102,101,25.56,46.26,0.41,0.22,11.56,1.75,37.44,17.75,31.24,2.0,0.45,87.56,0.482,113.79,3,0.579,0,0.0
3295,Wheat,Clayey,108,81,37.49,41.31,0.87,0.53,17.73,2.26,35.32,23.8,31.51,2.695,0.45,74.54,0.316,93.98,2,0.589,0,0.0
8701,Tomato,Sandy,40,345,32.65,70.4,4.92,2.66,6.09,3.35,21.42,10.32,18.07,2.243,0.938,74.27,0.752,151.96,3,0.416,1,22.2236
3429,Rice,Sandy,36,122,21.26,86.04,7.27,4.89,9.93,4.69,21.61,14.11,15.18,2.305,1.048,82.51,0.572,85.96,2,0.456,0,0.0
8870,Rice,Loamy,32,292,27.37,81.23,3.63,2.48,23.38,1.74,38.93,15.39,24.88,3.248,1.016,89.19,1.176,171.95,8,0.53,1,712.3702
6962,Maize,Loamy,107,159,17.02,39.22,4.06,2.63,27.49,4.31,35.79,19.03,31.57,3.064,0.633,72.91,0.368,173.91,5,0.517,0,0.0
2088,Wheat,Clayey,33,257,34.39,45.22,2.75,1.1,13.64,2.17,43.72,21.81,27.11,3.098,0.914,69.88,0.353,178.83,10,0.441,1,324.2721
8499,Maize,Sandy,22,212,22.56,39.83,4.91,4.08,10.44,4.34,25.96,13.47,25.49,3.025,0.736,72.33,0.515,178.37,7,0.544,0,0.0
6162,Wheat,Loamy,88,34,34.72,79.56,9.77,9.31,15.29,0.69,39.65,15.12,39.65,2.037,0.632,77.31,0.967,171.76,5,0.554,0,0.0
3210,Maize,Clayey,4,66,35.32,49.33,1.01,0.88,16.95,4.3,36.28,20.39,31.5,3.065,0.379,62.04,0.864,135.85,8,0.434,0,0.0
9200,Tomato,Loamy,96,36,36.81,51.28,8.26,7.49,14.91,3.41,35.27,17.82,30.02,2.746,0.731,85.51,0.963,160.43,3,0.393,0,0.0
6605,Rice,Clayey,84,141,20.4,49.93,0.16,0.09,9.03,1.54,44.53,20.61,28.23,2.0,0.936,70.32,0.969,128.82,1,0.482,1,772.6265
1109,Tomato,Silty,99,298,24.91,48.7,0.67,0.32,8.75,4.46,31.36,17.91,21.79,2.657,0.708,81.18,0.484,96.74,5,0.469,0,0.0
5728,Tomato,Clayey,87,322,30.67,47.17,4.74,1.95,20.52,4.24,43.19,18.33,28.46,2.394,0.801,81.62,1.121,153.95,2,0.348,1,774.6938
7829,Tomato,Clayey,34,306,28.1,45.48,6.01,4.5,5.41,2.02,35.9,19.24,31.76,2.066,0.892,88.45,0.427,126.02,3,0.44,0,0.0
1038,Maize,Silty,116,228,24.72,90.63,0.77,0.5,25.2,0.55,26.0,15.66,17.07,2.25,0.54,73.07,0.964,90.3,6,0.345,1,500.8624
1194,Rice,Loamy,69,109,29.8,40.62,0.7,0.38,20.6,1.07,32.04,18.01,25.55,3.291,1.073,61.59,0.42,162.23,2,0.375,1,183.0575
4474,Tomato,Sandy,48,186,22.5,55.17,3.86,1.97,21.56,2.35,20.39,12.56,13.42,2.441,0.997,63.09,0.529,99.93,2,0.586,1,201.0319
9874,Maize,Loamy,53,339,23.0,79.96,1.33,0.79,5.98,3.78,32.8,19.12,30.58,2.0,1.09,72.23,1.159,146.03,10,0.454,0,0.0
2122,Tomato,Loamy,6,76,17.22,85.7,0.88,0.59,8.75,4.6,36.08,18.05,27.58,2.0,0.426,73.12,0.881,98.62,7,0.432,1,429.7755
4982,Maize,Clayey,96,131,27.14,91.05,0.76,0.43,10.8,0.57,44.03,21.49,41.69,2.0,0.754,67.65,1.198,178.85,4,0.398,0,0.0
8973,Tomato,Clayey,74,283,21.9,49.03,3.38,2.46,24.88,3.39,38.88,22.55,32.2,2.0,0.902,84.4,0.574,95.63,6,0.422,0,0.0
5700,Wheat,Clayey,82,365,19.84,92.3,1.21,0.66,28.6,4.62,42.06,18.18,39.49,2.168,0.698,80.12,0.52,139.81,1,0.417,0,0.0
934,Wheat,Silty,22,357,27.78,68.01,5.02,3.31,26.35,3.78,29.02,16.23,16.46,2.622,0.826,84.88,0.613,138.4,7,0.563,1,422.1441
6101,Rice,Sandy,61,133,24.42,90.64,1.81,1.09,17.41,2.9,25.36,8.45,20.45,2.0,1.145,60.46,0.503,109.26,7,0.33,0,0.0
4689,Rice,Sandy,57,115,30.41,79.26,0.41,0.33,11.45,2.21,29.14,9.9,17.22,2.118,1.182,73.75,0.893,154.53,4,0.594,1,583.8373
394,Tomato,Loamy,23,145,32.5,59.1,2.91,1.64,23.4,3.2,36.38,17.2,22.11,3.369,0.783,68.9,0.801,121.64,3,0.495,1,628.7501
4685,Tomato,Sandy,55,311,27.89,38.57,1.65,1.01,8.49,1.36,22.47,8.11,12.59,2.0,1.05,76.62,1.067,171.67,6,0.343,1,536.3476
8776,Tomato,Clayey,33,57,20.36,76.68,3.41,1.56,21.51,4.45,35.66,23.05,23.06,3.323,0.885,85.97,0.567,146.08,4,0.439,0,0.0
9165,Maize,Sandy,33,101,19.11,52.69,6.04,4.65,28.57,3.05,29.84,10.5,27.25,2.0,0.92,61.18,0.712,99.94,7,0.304,0,0.0
5980,Maize,Loamy,77,318,15.14,47.7,13.83,13.81,26.25,2.58,36.73,15.93,22.69,2.627,0.963,76.1,0.847,103.05,8,0.49,1,685.8496
9942,Wheat,Sandy,1,98,28.92,46.42,0.68,0.27,6.87,2.71,27.49,9.01,15.5,2.019,0.3,84.32,0.805,93.96,9,0.524,1,449.0001
2191,Maize,Sandy,102,47,35.69,90.71,0.5,0.49,18.67,2.48,26.79,11.93,14.78,3.771,0.688,73.09,0.947,114.74,1,0.39,1,593.2311
1297,Maize,Silty,60,57,37.85,38.05,12.98,9.64,22.13,0.57,30.84,14.83,17.69,2.877,1.15,78.03,0.493,115.93,10,0.43,1,285.7908
5044,Rice,Sandy,70,70,32.7,30.19,0.53,0.38,23.13,3.8,22.93,10.89,14.0,2.208,1.064,84.73,0.473,94.11,9,0.363,1,182.063
1162,Rice,Sandy,57,240,28.19,69.1,0.32,0.15,23.36,1.29,23.32,14.6,17.56,2.0,1.182,70.0,0.68,141.92,3,0.564,1,238.1272
4254,Wheat,Loamy,94,219,23.26,85.6,5.1,4.03,17.75,3.34,37.84,15.08,32.85,2.93,0.566,80.73,0.698,86.15,5,0.323,0,0.0
6372,Maize,Sandy,91,248,20.62,74.9,1.72,0.86,29.27,3.65,23.29,13.76,21.03,2.114,0.809,69.74,1.076,149.93,3,0.532,0,0.0
1527,Maize,Loamy,35,154,35.2,53.87,3.74,3.11,28.14,1.37,33.64,18.22,24.35,3.231,0.937,69.03,0.784,82.84,4,0.372,1,429.9621
4342,Wheat,Silty,48,365,25.42,57.31,2.26,1.51,18.36,2.54,32.79,14.08,32.79,2.0,1.034,61.57,1.182,88.37,8,0.396,0,0.0
2030,Tomato,Clayey,79,98,33.26,51.39,4.34,2.1,13.42,3.14,36.69,23.24,24.9,2.465,0.863,81.38,0.643,112.29,7,0.547,1,332.2041
3060,Wheat,Clayey,77,225,37.37,77.49,1.36,0.61,20.49,4.64,43.8,24.01,36.54,2.505,0.753,84.46,0.7,84.11,6,0.307,0,0.0
58,Tomato,Loamy,64,119,20.12,55.92,1.22,1.15,20.31,0.84,37.48,18.34,31.52,2.0,0.98,82.86,1.134,179.77,1,0.467,0,0.0
2405,Maize,Sandy,51,241,18.74,32.39,0.29,0.21,5.86,3.07,23.29,10.16,18.12,2.0,1.073,62.08,1.057,149.91,4,0.461,0,0.0
5006,Maize,Loamy,35,140,24.91,66.04,1.62,0.92,18.08,1.37,34.54,19.32,26.18,2.0,0.937,76.22,0.593,134.13,6,0.471,1,260.1331
6157,Maize,Clayey,82,264,21.24,33.24,3.11,1.89,16.58,2.56,44.63,18.44,38.32,2.116,0.908,62.59,0.766,161.14,3,0.352,0,0.0
7375,Rice,Sandy,11,171,16.18,41.87,1.89,0.85,23.98,4.46,25.86,14.04,19.75,2.0,0.646,87.26,0.619,90.33,5,0.326,1,161.7827
4506,Maize,Clayey,43,7,25.65,92.74,0.05,0.05,5.13,1.11,39.48,19.51,38.51,2.092,1.005,75.45,0.908,175.08,7,0.597,0,0.0
5214,Wheat,Silty,7,239,37.1,63.44,5.0,4.88,10.87,0.53,27.05,17.49,22.63,2.306,0.446,79.63,0.372,165.36,4,0.49,0,0.0
6029,Rice,Silty,90,82,30.95,72.33,0.92,0.58,18.14,0.52,29.13,14.38,21.44,2.828,0.882,75.58,1.018,136.09,5,0.535,1,397.8906
1780,Rice,Silty,2,20,27.5,37.26,0.49,0.33,16.89,2.44,31.34,15.09,28.82,2.526,0.445,65.26,0.748,164.85,2,0.365,0,0.0
5447,Maize,Silty,19,214,20.6,34.49,2.14,2.04,13.85,2.59,28.96,13.46,23.5,2.094,0.677,61.97,0.413,109.56,3,0.313,1,156.0522
4606,Tomato,Loamy,90,193,30.21,76.88,2.49,2.43,27.44,2.09,31.9,17.22,31.62,3.414,0.778,78.6,1.023,135.82,3,0.398,0,0.0
6914,Maize,Sandy,46,276,29.13,86.27,2.25,2.15,22.41,2.99,24.96,8.25,22.57,2.575,1.031,72.28,0.921,95.95,10,0.388,1,19.3406
676,Wheat,Sandy,94,137,26.92,65.04,3.58,3.22,28.14,0.8,26.53,11.64,26.53,2.248,0.566,71.41,0.679,129.18,1,0.477,0,0.0
3582,Wheat,Clayey,44,118,16.51,85.39,3.18,1.49,24.93,3.45,36.51,23.53,29.53,2.04,1.002,82.2,0.337,132.99,7,0.344,1,106.5136
3653,Tomato,Silty,76,318,17.1,51.15,0.99,0.66,21.23,0.83,34.9,14.45,31.94,2.0,0.887,63.4,1.076,163.99,7,0.442,0,0.0
7920,Maize,Silty,107,318,33.13,50.93,0.32,0.19,18.55,3.69,31.87,12.16,16.0,3.667,0.633,67.61,0.876,151.91,8,0.448,1,779.2143
9499,Rice,Silty,43,358,37.18,87.13,1.73,0.96,5.88,2.78,31.43,14.18,21.43,2.595,1.104,78.74,1.011,131.91,7,0.451,1,565.1066
2732,Wheat,Sandy,87,364,15.1,69.95,3.42,2.19,10.04,0.71,21.3,12.09,16.81,2.0,0.643,64.43,0.77,83.49,8,0.517,0,0.0
4787,Maize,Clayey,55,303,26.57,77.07,1.52,1.48,5.93,1.53,40.24,19.02,31.57,2.0,1.107,79.09,0.768,84.65,5,0.439,1,391.8093
2754,Wheat,Sandy,32,17,23.3,30.99,2.14,1.16,14.28,4.82,21.73,10.17,11.21,2.649,0.906,79.7,1.138,145.1,3,0.514,0,0.0
2337,Rice,Loamy,91,247,21.7,40.72,1.29,1.11,12.95,1.64,38.42,15.27,24.31,2.0,0.873,69.05,1.148,123.42,6,0.52,1,921.8104
3643,Wheat,Clayey,69,253,25.44,67.93,3.0,2.51,23.15,1.14,39.2,23.39,31.54,2.0,0.841,75.51,0.437,175.28,7,0.528,0,0.0
7737,Maize,Loamy,45,43,22.58,35.46,0.17,0.07,13.13,2.15,30.98,15.84,20.31,2.549,1.022,65.72,1.013,145.07,2,0.456,1,744.8346
5516,Maize,Clayey,52,359,25.46,90.39,6.75,5.82,21.6,1.37,39.61,23.08,39.61,2.802,1.082,61.95,1.138,172.36,9,0.383,0,0.0
5246,Maize,Sandy,21,337,18.27,45.81,15.53,15.18,22.53,1.46,29.71,11.96,17.07,2.098,0.716,85.3,0.986,116.29,7,0.372,1,577.3331
866,Maize,Clayey,77,61,37.26,39.39,10.67,7.88,27.8,1.45,41.57,20.93,38.83,4.361,0.963,81.68,0.808,117.94,2,0.344,0,0.0
4447,Maize,Clayey,10,71,37.79,44.72,3.89,3.08,15.17,4.98,44.79,20.55,26.73,3.173,0.498,69.7,1.049,128.45,10,0.341,1,1168.5405
5071,Maize,Loamy,92,129,33.14,84.89,6.78,5.18,28.08,2.53,38.97,17.86,26.42,2.707,0.798,63.67,0.395,128.44,8,0.485,1,307.0415
4881,Maize,Clayey,29,207,18.95,46.36,0.26,0.25,26.61,4.86,40.2,24.89,40.2,3.361,0.875,83.22,0.508,162.95,1,0.425,0,0.0
9510,Tomato,Silty,8,305,36.53,87.13,1.9,1.12,20.01,1.67,25.21,13.62,17.38,2.505,0.468,84.62,0.502,118.21,9,0.314,1,216.1765
3002,Rice,Loamy,75,89,29.99,30.14,5.52,3.15,26.81,2.44,34.66,19.27,27.26,3.07,1.018,83.66,0.595,133.02,3,0.414,1,207.9996
2225,Maize,Silty,118,18,36.86,68.56,3.9,2.57,14.99,4.42,28.37,15.46,24.79,3.139,0.54,63.48,0.789,162.79,1,0.413,1,21.6345
9056,Maize,Loamy,44,341,18.12,82.27,3.7,1.81,11.61,2.94,33.74,17.45,30.13,2.0,1.014,89.29,0.771,128.13,2,0.372,0,0.0
4826,Wheat,Loamy,61,97,16.63,92.27,2.88,2.01,23.13,2.59,33.97,19.52,25.38,2.0,0.929,61.28,0.676,84.92,4,0.39,1,385.5624
7621,Maize,Sandy,7,239,31.1,45.75,2.71,1.61,22.42,4.28,23.36,11.01,20.88,2.661,0.439,64.87,0.892,152.13,9,0.506,0,0.0
9689,Tomato,Silty,41,326,36.92,74.5,12.6,11.46,11.11,3.82,29.33,13.68,24.12,2.569,0.945,88.88,0.489,113.36,8,0.583,0,0.0
5500,Tomato,Loamy,19,171,21.28,35.94,2.57,1.75,20.69,4.68,38.87,19.31,24.7,2.039,0.699,82.41,0.66,134.11,2,0.302,1,480.9425
9700,Tomato,Sandy,17,151,24.47,87.47,2.77,2.18,5.34,3.72,25.86,11.24,23.93,2.0,0.657,79.72,0.476,161.72,7,0.416,0,0.0
8478,Maize,Loamy,11,164,16.54,48.88,1.09,0.82,17.99,3.14,36.23,18.42,36.2,2.0,0.518,88.84,0.565,116.55,5,0.531,0,0.0
5502,Wheat,Loamy,38,205,16.59,50.75,0.05,0.04,17.09,0.74,38.27,16.96,25.23,2.0,0.954,67.53,0.711,141.44,8,0.532,1,599.4602
1210,Maize,Loamy,72,147,26.63,32.0,6.01,3.28,15.4,3.6,31.19,18.9,19.6,2.944,1.018,62.12,0.305,171.5,9,0.521,1,216.0669
9083,Maize,Sandy,49,205,35.91,72.51,0.75,0.58,10.29,3.15,28.73,10.3,14.43,3.153,1.056,70.71,0.97,125.4,3,0.384,1,867.854
2288,Maize,Loamy,48,349,26.75,64.75,0.98,0.56,25.52,2.11,38.06,16.3,21.3,3.509,1.048,80.82,0.484,120.87,10,0.598,1,391.9749
2183,Rice,Sandy,87,363,37.54,74.16,1.14,0.89,12.17,3.81,27.68,12.65,21.18,2.498,0.909,76.59,0.925,101.16,8,0.428,1,362.4582
2862,Tomato,Sandy,112,192,23.67,40.13,1.04,0.58,23.6,0.78,26.15,10.03,16.85,2.179,0.63,89.43,0.315,160.36,10,0.448,1,130.8654
6861,Wheat,Clayey,98,130,35.46,46.78,2.49,1.25,29.93,1.34,39.26,20.44,24.76,2.618,0.522,86.38,1.052,129.22,5,0.338,1,631.0063
2362,Tomato,Loamy,8,255,15.94,61.04,1.04,0.44,20.12,3.53,32.98,15.88,24.46,2.0,0.468,83.44,0.997,95.86,2,0.327,1,473.7199
8463,Wheat,Silty,21,343,17.69,67.94,3.22,1.49,26.84,4.73,26.67,15.18,25.44,2.351,0.818,68.93,0.855,178.27,8,0.351,0,0.0
6332,Wheat,Sandy,112,289,31.23,63.34,8.22,4.14,25.66,3.87,26.26,12.33,18.07,3.325,0.45,77.75,0.433,114.41,8,0.489,1,166.8631
4064,Tomato,Silty,28,167,17.74,46.63,4.37,2.95,24.29,3.49,33.34,12.91,27.11,2.0,0.847,61.85,0.719,134.58,9,0.586,0,0.0
9546,Tomato,Sandy,80,329,17.04,79.39,1.36,0.73,5.43,2.78,26.91,13.02,18.69,2.0,0.856,86.95,0.387,145.38,4,0.365,1,135.0088
617,Wheat,Loamy,116,9,19.24,49.9,0.57,0.43,20.21,1.94,38.84,18.01,32.88,2.315,0.45,85.99,0.451,170.5,5,0.378,0,0.0
3281,Maize,Sandy,52,57,31.16,64.55,3.57,3.47,20.76,2.08,22.23,11.35,19.6,2.348,1.082,76.08,0.978,177.63,4,0.328,0,0.0
5226,Maize,Clayey,107,296,31.45,63.7,0.88,0.47,27.0,2.03,41.18,21.56,22.39,3.317,0.633,81.9,0.603,84.07,7,0.536,1,569.7911
3397,Maize,Clayey,38,103,20.85,64.6,4.28,4.09,10.41,2.1,42.17,19.86,28.55,2.0,0.963,85.53,0.918,150.85,1,0.472,1,632.6123
3065,Rice,Clayey,97,341,37.84,74.89,0.07,0.03,9.51,2.82,44.47,22.79,27.34,2.689,0.818,68.98,0.322,101.25,8,0.537,1,322.092
766,Maize,Sandy,40,324,32.97,42.13,7.52,6.56,19.25,1.66,28.94,14.39,22.22,2.953,0.98,64.83,0.812,144.04,5,0.343,1,291.9906
7078,Wheat,Silty,98,257,25.77,32.9,14.76,6.72,22.3,3.66,30.08,13.78,24.04,2.998,0.522,79.91,0.38,133.28,9,0.349,1,129.4428
5279,Maize,Clayey,104,4,18.04,75.31,4.16,3.56,7.49,1.98,37.06,20.89,30.32,2.0,0.666,73.74,0.384,127.48,10,0.442,0,0.0
4149,Wheat,Loamy,109,119,33.17,53.91,3.31,1.79,23.09,1.8,30.45,17.49,24.8,2.724,0.45,80.28,0.513,117.51,1,0.358,1,159.4001
1144,Wheat,Sandy,95,30,22.51,50.83,7.05,5.58,12.64,1.95,21.59,13.66,20.43,2.0,0.555,64.69,0.755,147.08,8,0.401,0,0.0
4248,Tomato,Clayey,109,199,29.5,86.82,0.99,0.68,6.98,2.04,42.62,19.58,28.4,2.0,0.63,83.28,1.162,96.41,8,0.37,1,783.988
4110,Rice,Clayey,4,101,34.95,66.43,1.2,0.67,19.41,1.94,40.42,22.17,29.8,2.696,0.49,74.45,1.135,85.68,7,0.304,1,753.4799
462,Rice,Clayey,84,49,34.54,64.45,4.48,1.82,8.1,2.71,37.61,23.58,26.39,2.75,0.936,73.38,0.959,106.1,10,0.591,1,619.2173
2932,Maize,Silty,96,240,17.92,77.64,4.47,4.44,18.74,3.73,33.35,12.39,26.65,2.83,0.754,87.55,1.0,164.41,9,0.331,0,0.0
4623,Tomato,Loamy,50,13,32.25,71.0,0.64,0.52,5.82,0.92,36.23,19.05,24.85,2.039,1.012,75.55,0.322,111.21,2,0.5,1,225.725
3813,Maize,Silty,6,153,29.02,87.31,3.0,2.85,21.33,1.44,25.09,17.27,22.69,3.274,0.419,81.88,0.761,135.43,10,0.364,0,0.0
6308,Wheat,Silty,53,159,17.89,89.01,7.05,3.92,29.82,3.95,25.75,17.02,19.05,2.679,1.017,73.5,0.671,175.84,1,0.597,1,214.4977
4341,Wheat,Sandy,91,137,26.92,34.89,3.36,1.9,7.96,1.82,24.19,9.27,10.72,2.264,0.599,76.88,0.836,119.28,2,0.483,1,672.0093
5300,Rice,Silty,36,82,24.02,31.23,0.59,0.32,22.06,0.65,28.49,15.17,19.52,2.0,1.048,74.67,0.564,95.26,7,0.378,1,233.164
6804,Wheat,Loamy,60,29,29.75,90.68,1.03,0.88,27.03,1.76,35.3,18.61,28.67,2.359,0.94,67.36,0.798,82.14,9,0.521,0,0.0
3282,Maize,Sandy,1,97,18.99,49.74,11.09,5.3,23.72,4.77,22.89,14.7,21.62,2.418,0.32,63.29,1.107,165.24,2,0.304,1,12.2779
2574,Maize,Clayey,65,363,28.95,46.56,5.5,4.36,10.43,4.92,44.05,18.03,18.89,2.961,1.095,89.24,0.512,127.65,9,0.31,1,547.2747
7961,Tomato,Loamy,54,82,21.73,44.43,0.12,0.05,7.09,0.57,34.82,15.31,17.12,2.0,1.042,64.91,1.091,98.89,8,0.431,1,1283.3281
7879,Tomato,Silty,36,46,24.96,48.21,2.51,1.36,13.35,1.79,26.51,14.08,18.98,2.0,0.908,75.64,0.42,114.8,5,0.368,1,160.8106
828,Tomato,Silty,102,280,28.48,74.52,0.22,0.19,24.14,1.29,34.48,16.47,24.09,3.321,0.63,65.26,0.709,100.21,5,0.559,1,423.145
6486,Rice,Loamy,26,104,35.15,88.64,2.78,2.33,23.17,2.1,35.42,19.86,25.87,2.973,0.968,81.64,1.051,126.96,1,0.501,1,479.5311
7599,Wheat,Loamy,42,358,31.99,30.51,6.0,2.91,10.09,4.65,38.63,17.94,21.74,2.178,0.986,78.13,0.62,139.09,8,0.397,1,568.7524
2540,Maize,Clayey,65,28,15.52,53.03,7.96,6.71,26.17,0.84,35.63,23.5,26.71,2.0,1.095,65.43,0.445,148.52,2,0.409,1,240.0243
5746,Maize,Sandy,53,242,22.73,66.4,0.95,0.84,24.53,2.2,28.75,9.64,15.3,2.0,1.09,84.05,1.165,173.15,1,0.598,1,789.5667
8526,Rice,Sandy,97,360,18.43,73.87,1.43,1.22,5.64,2.37,27.22,9.64,12.6,2.486,0.818,78.82,1.015,81.8,9,0.344,1,813.5714
9566,Tomato,Loamy,84,273,27.47,72.26,1.46,1.17,14.68,3.27,38.97,17.59,21.88,2.585,0.824,76.72,0.327,134.77,10,0.373,0,0.0
3742,Tomato,Loamy,3,19,20.43,35.92,0.1,0.09,18.37,3.93,32.58,16.68,28.28,2.231,0.363,89.15,0.435,139.7,8,0.556,1,15.1679
7498,Tomato,Sandy,83,237,24.34,36.98,0.08,0.04,17.52,2.72,28.22,9.22,16.58,2.392,0.832,70.23,0.706,162.87,1,0.388,1,478.3635
3524,Tomato,Clayey,58,303,26.5,93.28,4.38,2.48,20.8,1.01,37.05,23.74,25.08,2.761,1.027,83.96,1.132,134.27,4,0.53,1,705.7944
